Title,Text,Rating,Trip Date
Awesome Experience,"We stayed here for 3 days and I must say it was a wonderfull stay, Food is tasty and morning buffet breakfast used to be our favrioute part of the day :)We booked our stay with dinner also, which was also good.Property construction is bit old but outside ares like garden, pool area, landscaping they have maintained very well.Utroda beach is just right behind the resort and you will have direct access to beach by 5 min walk, beach was very clean and less crowded, it felt like private beach :)",4,January 2021
Nice Stay,"We stayed in this property for 1 night on the 13th Feb in room no 403. Welcoming was warm and the reception staff were good.The room was small but there was some smell in the room. The balcony was not that clean. I think Housekeeping staff or the reception would have checked the room before allotting.On 14th at the time of breakfast, i ordered for Masal Dosa and the same was served to me cold. I told them to get the fresh one. i knew beforehand that they will warm up the same dosa and will serve me again, so i went up to the live counter and it was exactly what i thought, they were getting the same Dosa. then i told them to get me the new one. I think this was not at all right from the service staff.One more thing which i wanted to bring to the management notice that every hotel have some guidelines for the swimming pool. i saw at this property any one can enter the pool with any cloths. I saw people in the pool with T shirts, pants, Banyan. This is really bad and i think hotel should take a call on this. I have deducted 2 points on Pool and the service staff in the restaurant and have to think twice before coming to this property.",3,February 2020
Stayed happily without complains,"Compair with other hotels we stayed with Royal Orchid without complains. Room was cleaned well by housekeeping team .Prakash who take care of kids in providing fish food in the morning, fish feeding activity make feel differently. Activities are more in this property to make kids engaged.",5,January 2021
Beach resort,"Really good experience overall. Rooms were sanitized before arrival and all levels hygiene standards were maintained throughout the resort. The breakfast,lunch and dinner buffet was lipsmacking and delicious! Direct access to Utorda beach made it very easy to spend lots of time at the beach which was really pretty! Will definitely revisit because of the wonderful experience!",5,December 2020
Family vacation for Anniversary,"Had an amazing stay overall. I was disappointed initially when the room they offered me hadn't met my choices which I asked them while booking. However to our surprise they had upgraded our  club room to Luxury Suite room for free of cost. The hospitality and room service has been excellent throughout our stay. They have been very generous to make amazing floral and balloon decorations complimentary for my kid's birthday. Coming to food, they have great buffet breakfast and also taken care of my little one with their in-house food preparation. The resort also has great ambience overall and we have had a pleasantful stay. I would strongly recommend  to everyone including families. Only issue- The cabs available in the vicinity are very expensive. The hotel can look at options in providing transport facilities at reasonable prices for tourists to roam around.",5,January 2020
superb stay ,It was an amazing stay very nice resort.pool is very well maintained lawn area is very clean with ducks. room cleaning done was very nice and clean with towel art done by clinton mario kanaya sanford and rajit housekeeping supervisor was very helpful and taken good care of rooms.food wss very tasty with difrent dishes..,5,February 2020
South Goa Trip,"The trip was with my friends, we booked three rooms club category and got adjacent rooms. The clean beach close to property makes you feels calm  relaxed. Booked the boat cruise online more expensive please request 5o book from hotel itself",5,March 2021
Goa Trip,It was an awesome trip to goa breaking the pandemic blues. Royal orchid resort was really nice in conducting the guests and their safety. The food at the restaurant is very tasty and hygienic. I strongly recommend this place for couples and family.,5,October 2020
Amazing place which provides a peaceful stay!,"My family was longing for a holiday, which could help us relax as well as provide warmth. When we checked into the hotel, we got a very warm welcome from the front desk team. We had already informed that my son is a differently abled, who has walking issues and had requested for a room on the ground floor. However, this being the season for weddings, though we had given our specifications, we could not get the kind of room we preferred. We were a bit disappointed, but to our surprise, the staff were very courteous and upgraded us to a much better room without charging us anything extra!This gave us a view that they are customer-centric and felt very happy about our decision on choosing this resort for our 6-day stay. The entire place is amazing with the Utorda beach right behind the property. With my handicapped son, we would walk up to the beach everyday and spend our calm evenings watching the sunset and sipping a cup of tea from the beach shacks. The beach is very less populated, and hence once can have a very pleasant beach experience.Breakfast, lunch and dinner options at the restaurant was very good, and we foodies enjoyed every veg options available. My son enjoyed their ice creams and desserts. Adding to that, they had live music everyday, both in the morning and evenings, which would make our breakfast and lunch even more enjoyable!The housekeeping and the room service staff were also very helpful, and would attend to the customer's needs even at the odd hours!On the whole, I would like to sum up that if you are looking for a place that can comfort you, help you get relaxed, and make you feel @ home,  then this is the place to be!",5,November 2022
Great hospitality,"Stay is very comfortable. Staff is very professional and helpful, especially housekeeping staff is very nice and quick. Great service. Nice amenities and good variety of breakfast. Pool services are nice, pradeep from pool team was very good. Fransquinha was very helpful at reception desk. We had great stay.",4,February 2020
Comfortable stay,"We had a lovely stay at Royal Orchid. We had a family of 4 with children aged 1 and 4 years. We enjoyed breakfast. The pool side and going to the beach at sunset. Vaibhav and Niraj got really efficient at cleaning our rooms and left a nice crafted animal on the bed once cleaned. Fransquinha checked us in and was delughtful. However we were unhappy we were asked to pay in full upon checkin. We had the best view from our balcony room 422. We felt safe as there were lots of families and there was a guard at the beach entrance. There were lots of restaurants within walking distance so in the evening we'd take a stroll out. At the spa my husband enjoyed the bali massage and went twice. My 4 year old loved the children's Christmas party and didnt want to leave. Also a special mention to the pool man who put on the fountains on, on our last day.",5,December 2019
Awesome,The over all ambience of the resort is very peaceful and holistic the breakfast menu the lunch and dinner was awesome housekeeping is at its best. Overall the front desk officers staff including the pickup chuggers were very kind polite and extremely helpful. After Covid pendemic I really enjoyed my stay her and I m sure all ither guest will also receprocate my views. To be specific I would like to mention Fransquinha Pradeep Shridhar Praksh Anil and Kheem Chef. There are all more of all family members  Good buy royal orchid staff Regard Shankar,5,March 2021
❤️,"Royal orchid was a very beautiful and much needed get weekend getaway. Following thorough safety procedures and yet providing all the necessities required by us,  The staff were very courteous polite and super helpful especially the housekeeping department Mr Ram Sundar the HSK Manager Was the kindest and most helpful and along with the F&amp;b , Front desk. Can’t wait to visit again !!",5,September 2020
"This hotel is like a ""Treat right near the beach""","Inspite of this Covid situation and delays , I would like to acknowledge Mr. Kapil for his above and beyond call of duty. And Mr. Supreyo, an amazing person to have at the dining area. The way he attends and checks on his guest every 5-10mins , making sure there is nothing shortage or mishaps faces by any of his guest  is the quality I admired. Hotel rooms are well maintained, all measures taken to avoid the spread of Covid. Huge effort and courage. Well done team....🥂",4,October 2020
Nice place for a family vacation..,"I spent about 4 days here in the resort and I would say overall it was a pleasant experience. The resort is clean and well maintained. Safety and health aspects are well taken care of..The beach is just two mins walk from the resort and clean.. The food in the restaurant is also very tasty and good. A bit over priced but guess the quality and taste compensates for the price.. The service of the restaurant staff is also very good especially Ryan, Ranjit and Lokesh.. They are very courteous and serve you very well.. Buffet has a good spread with choices for veg and non veg..Service of the resort is good but there is room for improvement.. The first day we had to call multiple times to get our room cleaned or any request to the reception had to be at least 3 to 4 calls before they could attend us.However, this changed from day 2. I had escalated the issue to Suzanne(guest relation officer of the resort) and she promptly listened to the issues and resolved everything.. Post this, there was no issues, Everything was good and handled well.. Thanks to Suzanne for helping out..Also Frances at the reception is very helpful.. The check in and check out was smooth. Overall, I will recommend the resort.. Value for money and a great place for a family vacation..",4,November 2021
Stay cool have fun,Very good and very well maintained all properties... Swimming pool is not so deep so children will not drawn Beach is by walking distance and it's also neat. Children love to feed fish and Ducks.Staying here is pleasure...,5,March 2021
"Excellent Hotel, worth 5 Star ⭐⭐ ⭐⭐ ⭐!","Excellent Hotel, 5 star for us. Booked a suite (for a family of 4) for 5 nights, worth the price, and service equivalent tto any 5 star resorts in South Goa. walking distance from the back gate to Utorda Beach, relatively calm, less crowded and one of the cleanest and white sand beaches in South GoaGood food, offer multiple options except fresh catch sea food that one can visit multiple restaurant options.",5,January 2023
Wonderful Staff! 5* Hospitality. Will return !!!,"This is the 2nd time we are visiting the hotel and will continue to come back due to the amazing staff. All the staff make a huge effort to ensure we are enjoying ourselves and have everything we need.The pool attendants Pradip and Shridhra are absolutely fantastic! In the mornings when I approach the swimming pool they are already out laying the towel on my sunbed for me and family and they know which sun beds we like! Not only this but we get a very welcoming greeting from them always. Also, whenever we go in the pool they ensure we have a ball to play with and put the fountains on. So a very big thank you to both the pool attendants for making our time round the pool so relaxing and enjoyable always.The housekeeping staff have also been incredible! Everyday is exciting coming back to the room to see which towel animals have been left. A special thank you to Ishwar, Rohit and Kanay!!!! They have done a fantastic job of cleaning our room everyday and making it look beautiful.The resort is lovely and the grounds are well kept. The location is 5* with one of the most beautiful beaches right on the doorstep.All in all, it is the staff who make this hotel a wonderful stay! So thank you to everyone who has been so very friendly. I do believe there needs to be some renovation around the rooms to improve the quality but despite this, I will still continue to return.",5,January 2020
More than worse,"Such a pathetic and overpriced property...hair strands on pillows, washroom so unhygienic, no management.Looks like a 2-star property. Even one more family was disappointed with the hotel at the reception. Such a weak management, they gave late check in because rooms were not ready and when you enter the room you will be surprised with stained washrooms, hairs over pillows and blanket. Literally spoiled my spouse surprise birthday trip. They should literally shut down for a while for immediate maintenance.",1,January 2021
5 star resort with 3 star mindset,"I don’t know whether it was our over expectation or there bellow standard delivery but our stay at Royal Orchid Utorda was not pleasant. Club room is very small and extremely average we upgraded to Luxury Suit the next day. It was 107 room number. Moment we entered we could feel the strong damp smell, feel like room was unused and locked for long. At night after visiting the beach when we came back and switched on AC it was raining cockroaches from the ac. We switched off the ac and informed the front desk immediately. Behaviour of staffs was also not 5 star standard. We could not finish our pint beer so before leaving hotel we thought to finish the last bottle and go, we asked for an opener to AKSHAY a lobby staff he said as it was bought from outside, bar attender refused to give opener it seems. I could not believe my ears. I paid more than lakhs for 2 rooms in 3 days and they don’t even have this much courtesy!!! And yes, when we upgraded the room I requested the front desk for 2 days complimentary breakfast as our bill already came high , they called me after 4 hours and informed resort is offering me special discounts, when I calculated it was Rs. 200 discount for me. Seriously they can me more generous and customer friendly. They demand they are 5 star but mindset wise they are still 3 star only. Well to be honest, it was all not bad indeed. Amenities are good, Wi-Fi is good, location is excellent, they have private beach with beach side shacks (go to Beltons not the other one) , para sailing and other water activities also happen there itself, pool is good. Water park kids really enjoyed, they have PS4 stations for kids.",3,January 2022
Excellent and Perfect trip and a perfect family gateway,"What's better than the amazing landscape and beautiful views Royal Orchid property has to offer?What's better than the delicious food that was prepared by all the skilled chefs?What's better than the cozy villas surrounded by greenery?It would have to be the impeccable hospitality!!From the very first step that you take into this property, you are greeted with the most energetic smile that you can see right through the mask of the wonderful Guest Manager Samarth, his every effort going into making every moment at the property an absolute treat for you and your family. Accompanied by an army of help from Ramesh, Bernardo &amp; Melbon he made sure that our rooms were clean and well sanitized and our every moment was an absolute delight. Thanks to GRE Suzanne at reception. Highly recommended  for family, friends and couples",5,October 2021
Excellent place to stay with family,"We had stayed for a couple of days. This is a place which is very well suited for family. The kids have choices to keep themselves busy too. The staff (Fransquinha, Suvarna and other staff) are very courteous and extremely helpful. All the staff we wearing masks all the time. The vegetarian food is excellent and we did not find any need to think of alternatives at any point in time. All the staff in the restaurant Cosmos are extremely courteous and professional. The location is also very good with the Uttorda beach just about two-minute walk from the back gate of the property.",5,December 2020
"Good reams, great staff, can more more friendly for limited mobility guests","Post Covid-19 lockdowns, Royal Orchid has done a really good job quickly to bring this resort up to speed in making it comfortable and safe for guests. The place has good rooms (double rooms too small though), absolutely great staff (front desk, restaurant as well as housekeeping). The place is also close to the beach having some wonderful sunset views. One gap in the place is it makes it difficult for people with limited mobility. The restaurant is on the first floor with no lifts, the ground floor rooms are not slotted for limited mobility guests - would be a good idea for staff to ask this explicitly during reservations or mark it separately while booking.",4,October 2020
Good and Comfortable stay,"A location closer to the beach with private access. Good food. Rooms are small but for 2 it is manageable. Check in was fast and so was check out. Room service can be improved and so does housekeeping.Do not engage services of nearby 2 wheeler vendor, a liquor shop, both Husband and wife are the most uncourteous and they give you a feeling that you are being given a favor so avoid them.",4,April 2022
Hotel which is peaceful and cosy,"Ok, so if I need to give stars to the hotel only, then I will give 4 stars. Stay in luxury suite. Avoid club room. It's a very small room. Though it's a beach resort, but there aren't any rooms with a beach view. Though u can view the ocean from all other location in the resort, except from the rooms. Have given 5 stars for the hospitality of the staff. The staff is always smiling, especially Mr Girish of reception. All the staff are always ready to help. The room service, room cleaning is quick. The breakfast and buffet spread is adequate though not lavish, but whatever there is, the food tastes really good. The staff is always trying to make your stay comfortable and pleasant. Location of the hotel is perfect, if u want a. Peaceful resort which is near to all attractions but away of the hustle bustle of North Goa. They are adding more facilities for the kids. The main pool is 4 ft throughout, so small kids can swim without much fear and they provide u the tubes as well. Utorda beach is quite near, with the access from the hotel. The beach is neat, clean, safe, with water sports as well. The only thing which the hotel management needs to work upon are the club rooms and some ocean facing rooms.",5,October 2021
"Nothing beyond ordinary, direct access to beach only high ","Food is a big issue, especially for vegetarians. There are very few shacks which order below average food, the hotel itselfs offers  limited buffet and food(Veg) is truly below average at best. Overall location is good, room size is small and pricing is on higher side.Staff is good, cleanliness is apt, there are marriage functions held in the compound which can be instrusive because of increased footfall on such ocassions",4,March 2022
Good service overrules the property,"The property is very close to the beach and the beach is pretty clean  with good access to sports/beach shacks. The restaurant service/quality was good . However , the rooms could do with a little bit of uplift as the furnishings seems dated.",4,February 2020
Appearances can be deceptive,"You may want to judge a book by its cover but in the case of this resort, you would be sorely amiss. The drab property frontage does an amazing job of concealing the important beyond, which gently keeps peeling away at ever more revelatory discoveries. Starting with a curious walkway over a lengthy fish pond, this resort aims to lay sufficient credence to the fact that less is indeed more. The compact lobby immediately gives you an idea that there’s a lot to be discovered yonder and this begins with directions to the only on site restaurant, which is situated above. The aptly named Cosmos immediately provides an elevated vantage point from where the senses are sufficiently enticed to explore all that this property has to offer. Aside from the usual buffet, which is sufficient considering the paucity of space, the true gem is the a la carte menu. The kitchen and serving staff are an amazing bunch of efficient souls who ensure that you never truly miss the lack of choice in food zones. The utilization of space is to be marveled at wherein the property has managed to include a lobby, lounge and restaurant with deck all in the same building. From here, once you commence your walk to the rooms and beyond, you’re greeted by the lovely pool area that has a cute little sunken bar to make the most of the languid pace that this resort follows in everything it does. We chose the Luxury Suites and it was a decision that we never once regretted during the length of our stay. Irrespective of whether one chooses the ground or first floor, the rooms make it special in terms of what’s on offer both inside and out. Each of these rooms had a balcony or a porch and the flow within was generous for a walkabout. There’s a nice long stroll to be enjoyed over undulating land to finally reach the beach where you will find plenty of shacks catering to all finds of F&amp;B needs. The beach isn’t private but the access to the same from the property is direct and that’s what really matters. A minimum stay of 3 nights is required to truly absorb all that this property has to offer including efficient arrangement of short notice tours of the city. Last, but definitely not the least, do sample some of the delectable fares that their in house bakery has to offer in addition to the sumptuous spread of F&amp;B choices.",5,April 2022
Amazing  stay,"It was an awesome stay in Royal Orchid.. perfect resort for nature lovers. Beautiful sea view from luxury suite roomsFood was very tastyAll the staff memebers are friendly and always ready to assist with a nice gesture.Perfect combination of sun, sand and sea views in south goa.. beach is also very calm at this resort..MUST VISIT",5,November 2020
Excellent place to relax,"Situated at Utorda beach, 30 minutes from the airport. Here’s the feedback based on my experience:Location: On the beach, resort has its own walkway to the beach. Staff: Excellent, good behaviorFood: We opted for buffet breakfast, lunch, dinner. Fresh, lots of options and tasty.Room: Club rooms are smaller in size but there are suites with bigger area. We had a balcony facing pool, garden, rain dance floor.Activities: Lots of activities like air hockey, PS4, archery, carrom, foosball, paint ball shooting, box cricket, fish/duck feeding and of course swimming poolMusic: We stayed from Monday to Friday and during that time, they had live music only on one day. I asked few times and then they did arrange it on that day. Commute: Taxi stand outside the resortOthers: In room snacks, drinks and bar items are very costly. There are a couple of stores just a minute walk where you can buy snacks, drinks, chocolates etc. Overall, it was a relaxing stay and would love to visit again.",4,March 2022
Great staying there,"Hotel ambience is good,  amazing property.. well maintained and nicely cleaned.Easy accesss to the beach. Everything well organied.if you want to enjoy the goan food there are somany restaurants very close to the restaurant. NILUFER upgraded us to suit room which was so kind. On behalf of my Mrs and Me we throughly",5,January 2020
Wonderful holiday with family,"""ROYAL ORCHIT RESORT"" is great place to enjoy with family and a great stay. we like the hotel and the room cleaning staff. room cleaning was done very beautifully by sanford,mario,niraj,rajit and ashpak they were very helpful and kind to us.",5,March 2021
Best staff and hotel,I had an amazing 2 days trip with my best friends. All thanks to the housekeeping manager Mr. Ram Sundar for organizing the whole stay and giving us the best experience of our lives. Thank you Mr. Ram Sundar. The staff is really helpful. I loved the people and the whole property. They dint make us feel like an outsider.They front office team did a great job by welcoming us and making us comfortable. During this pandemic they really made us feel safe and they took all the precautions. They housekeeper team did a wonderful job by cleaning the whole room and sanitizing the room. The f&amp;b served us hot food and they made sure we have our food on time. The kitchen team specially made our favourite dishes to eat and they serve Amazing food and desserts.Thank you royal orchid for having us and making us feel very special. I would recommend this place to all my friends and family.,5,September 2020
